restaurant_name,original_category,standard_category,item_type,item_name,grammage,description,price_ron,currency,scraped_at
Restaurantul Nostru,Aperitive & Gustări,Aperitive & Gustări,Aperitiv / Gustare,Salată de Vinete Coapte pe Plită,200g,Servită cu ceapă roșie tocată și pâine prăjită,24.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Aperitive & Gustări,Aperitive & Gustări,Aperitiv / Gustare,Fasole Bătută cu Ceapă Călită,200g,Fasole frecată cu usturoi și ceapă prăjită aurie,20.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Aperitive & Gustări,Aperitive & Gustări,Aperitiv / Gustare,Cașcaval Pane Crocant,200g,Feliuțe de cașcaval ruminate în pesmet auriu,28.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Aperitive & Gustări,Aperitive & Gustări,Aperitiv / Gustare,Bulz Ardelenesc la Grătar,300g,"Mămăligă umplută cu brânză de burduf, kaiser și ou ochi",32.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Salate,Salate,Salată,Salată Caesar cu Pui la Grătar,350g,"Salată iceberg, piept de pui, crutoane, parmesan și sos Caesar",38.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Salate,Salate,Salată,Salată Grecească,350g,"Roșii, castraveți, ardei, brânză feta, măsline calamata și oregano",34.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Salate,Salate,Salată,Salată de Murături Asortate,200g,"Gogoșari, castraveți și gogonele murate în casă",14.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Salate,Salate,Salată,Salată de Ardei Copți,200g,Ardei copți pe grătar în sos de oțet și usturoi,16.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Garnituri,Garnituri,Garnitură,Cartofi Prăjiți cu Usturoi și Parmezan,200g,"Cartofi proaspeți prăjiți, stropiți cu ulei de usturoi și parmezan",18.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Garnituri,Garnituri,Garnitură,Piure de Cartofi cu Unt,200g,Piure cremos din cartofi proaspeți și unt fin,16.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Garnituri,Garnituri,Garnitură,Iahnie de Fasole cu Bacon,200g,Fasole scăzută în sos de roșii cu boia dulce,16.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Garnituri,Garnituri,Garnitură,Varză Călită în Vin cu Chimen,200g,Varză albă opărită și călită în vin alb,15.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Garnituri,Garnituri,Garnitură,Mămăliguță Caldă,200g,Mămăligă din mălai proaspăt mocinat,8.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Sosuri & Extra,Sosuri & Extra,Sos / Extra,Muștar Clasic,50g,Muștar de masă fin,4.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Sosuri & Extra,Sosuri & Extra,Sos / Extra,Mujdei de Usturoi Tradițional,50g,Usturoi frecat cu apă minerală și ulei,5.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Sosuri & Extra,Sosuri & Extra,Sos / Extra,Smântână Proaspătă 20%,50g,Smântână cremoasă,5.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Sosuri & Extra,Sosuri & Extra,Sos / Extra,Sos Barbeque,50g,Sos dulce-afumat BBQ,6.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Sosuri & Extra,Sosuri & Extra,Sos / Extra,Coș de Pâine de Casă,150g,Pâine proaspăt coaptă în cuptor,7.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Desert,Desert,Desert,Papanași cu Smântână și Dulceață de Afine (2 buc),300g,"Papanași prăjiți, pufoși, cu smântână fină și dulceață de afine",32.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Desert,Desert,Desert,Clătite cu Finetti și Banane (2 buc),200g,Clătite subțiri umplute generos,22.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Desert,Desert,Desert,Ștrudel de Mere cu Sos de Vanilie,200g,Ștrudel cald cu mere caramelizate și scorțișoară,25.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Desert,Desert,Desert,Lava Cake cu Înghețată de Vanilie,180g,Prăjitură de ciocolată neagră cu inimă lichidă,28.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Alcoolice & Bere,Băuturi Alcoolice & Bere,Bere,Bere Ciuc Premium la Draught 0.4L,400ml,Bere blondă proaspătă la halbă,14.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Alcoolice & Bere,Băuturi Alcoolice & Bere,Bere,Bere Heineken 0.33L,330ml,Bere lager sticlă,16.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Alcoolice & Bere,Băuturi Alcoolice & Bere,Bere,Bere Nepasteurizată Zăganu 0.5L,500ml,Bere artizanală românească,22.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Alcoolice & Bere,Băuturi Alcoolice & Bere,Vin / Alcool,Țuică de Prune Ardelenească 50ml,50ml,Țuică bătrână dublu distilată 45%,18.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Alcoolice & Bere,Băuturi Alcoolice & Bere,Vin / Alcool,Pachet Vinul Casei Fetească Regală 1L,1000ml,Vin alb sec carafă,55.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Alcoolice & Bere,Băuturi Alcoolice & Bere,Vin / Alcool,Vin Purcari Rară Neagră Sticlă 0.75L,750ml,Vin roșu sec de colecție,95.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Răcoritoare & Cafea,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Coca-Cola / Coca-Cola Zero 0.33L,330ml,Sticlă de sticlă,12.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Răcoritoare & Cafea,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Limonadă Proaspătă cu Miere și Mentă 0.5L,500ml,Limonadă preparată pe loc,20.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Răcoritoare & Cafea,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Apă Minerală / Plată Borsec 0.5L,500ml,Sticlă minerală Borsec,10.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Răcoritoare & Cafea,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Espresso Scurt / Lung Julius Meinl,60ml,100% Arabica,12.0,RON,2026-09-04T18:16:51.117114
Restaurantul Nostru,Băuturi Răcoritoare & Cafea,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Cappuccino cu Spumă de Lapte,150ml,Espresso cu spumă densă de lapte,15.0,RON,2026-09-04T18:16:51.117114
